genres,main_genre,secondary_genre,hours_played
nyhc,,,0.0567925
anime piano,,,0.05677083333333330
mexican hip hop,,,0.05665166666666670
trap mexicano,,,0.05665166666666670
swiss techno,,,0.0566325
industrial pop,,,0.056565555555555600
norteno,,,0.05648888888888890
banda,,,0.05648888888888890
musica mexicana,,,0.05648888888888890
5th wave emo,,,0.056155
afro house,,,0.05612305555555560
aussie emo,,,0.055987777777777800
norwegian punk rock,,,0.05591472222222220
norwegian rock,,,0.05591472222222220
punk 'n' roll,,,0.05591472222222220
country gospel,,,0.0559
malmo indie,,,0.0555175
garage psych,,,0.0555175
springfield mo indie,,,0.05550361111111110
swedish contemporary classical,,,0.05542
belgian hip hop,,,0.05538138888888890
samoan pop,,,0.05514388888888890
charva,,,0.05513944444444440
bmore,,,0.05503305555555560
tennessee experimental,,,0.05501861111111110
ambient country,,,0.05501861111111110
atlanta metal,,,0.05491055555555560
japanese alternative pop,,,0.054740833333333300
japanese new wave,,,0.054740833333333300
american choir,,,0.054539722222222200
glitchcore,,,0.05445694444444450
stl indie,,,0.05436277777777780
west yorkshire indie,,,0.05436055555555560
manguebeat,,,0.05430722222222220
novelty,,,0.05428305555555560
romanian electronic,,,0.053935
sped up,,,0.053785
leipzig indie,,,0.05375361111111110
kaneka,,,0.05358138888888890
ukulele cover,,,0.053565555555555600
nottingham hip hop,,,0.05353111111111110
vincy soca,,,0.05336166666666670
experimental electronic,,,0.05333333333333330
british contemporary classical,,,0.053296111111111100
canadian post-hardcore,,,0.053248055555555600
japanese house,,,0.053157777777777800
vogue,,,0.052617222222222200
newcastle nsw indie,,,0.05254444444444440
calgary indie,,,0.052425
uk pop punk,,,0.052422222222222200
munich electronic,,,0.05207666666666670
coventry indie,,,0.052068611111111100
austrian dnb,,,0.05204
korean instrumental,,,0.05153527777777780
romanian pop,,,0.05142222222222220
romanian house,,,0.05142222222222220
bosnian electronic,,,0.0512475
western mass indie,,,0.05105194444444440
trinibad,,,0.05072111111111110
south african deep house,,,0.05039
dark progressive house,,,0.050126944444444400
focus trance,,,0.050126944444444400
deep progressive house,,,0.050126944444444400
chill drill,,,0.05011472222222220
belarusian indie,,,0.04986666666666670
russian trance,,,0.0496075
tribal house,,,0.04951638888888890
luxembourgian indie,,,0.04927694444444440
jazz clarinet,,,0.04898138888888890
scream rap,,,0.048709166666666700
punjabi hip hop,,,0.04866305555555560
punjabi pop,,,0.04866305555555560
string band,,,0.04844805555555560
idol,,,0.04782583333333330
japanese beats,,,0.0477675
lo star,,,0.04772222222222220
alternative pop,,,0.04740861111111110
triangle indie,,,0.04740861111111110
classical clarinet,,,0.04722222222222220
dominican indie,,,0.04668805555555560
british industrial,,,0.04663277777777780
proto-techno,,,0.04663277777777780
british experimental,,,0.04663277777777780
norrbotten indie,,,0.046574166666666700
wellington indie,,,0.0464475
seinen,,,0.04620361111111110
brazilian house,,,0.046197777777777800
deep motown,,,0.0459
gregorian dance,,,0.045725833333333300
slowed and reverb,,,0.04558972222222220
chinese electronic,,,0.04532722222222220
memphis phonk,,,0.04500083333333330
spanish electronic,,,0.044923055555555600
birmingham indie,,,0.04330055555555560
modern melodic hardcore,,,0.043110833333333300
urbano espanol,,,0.04296277777777780
hyperpop francais,,,0.04272444444444450
grand rapids indie,,,0.042444166666666700
deep dubstep,,,0.04227527777777780
minimal dubstep,,,0.04227527777777780
j-indie,,,0.04187444444444440
traditional country,,,0.04174055555555560
western swing,,,0.04174055555555560
cowboy western,,,0.04174055555555560
yodeling,,,0.04174055555555560
acoustic punk,,,0.040473888888888900
chamber folk,,,0.039218333333333300
brazilian rock,,,0.03900722222222220
jovem guarda,,,0.03900722222222220
italian contemporary classical,,,0.0387925
bossbeat,,,0.03845083333333330
dutch classical piano,,,0.03805555555555560
bay area hip hop,,,0.037623333333333300
bakersfield sound,,,0.03734805555555560
japanese guitar,,,0.03725388888888890
power-pop punk,,,0.036729444444444400
r&b en espanol,,,0.03650194444444440
swedish melodic rock,,,0.03647333333333330
historical keyboard,,,0.036229444444444400
melodic death metal,,,0.03588888888888890
gothenburg metal,,,0.03588888888888890
swedish metal,,,0.03588888888888890
swedish melodeath,,,0.03588888888888890
swedish death metal,,,0.03588888888888890
oratory,,,0.0356
canadian soundtrack,,,0.03557194444444450
korean electronic,,,0.034895
samba-jazz,,,0.03477611111111110
latin jazz,,,0.03477611111111110
laboratorio,,,0.03452583333333330
barockinterpreten,,,0.03437027777777780
chamber orchestra,,,0.03437027777777780
modern cello,,,0.03428222222222220
contemporary classical piano,,,0.03412222222222220
stockholm indie,,,0.03408527777777780
experimental synth,,,0.03328111111111110
czsk hip hop,,,0.0329725
dutch folk,,,0.0325925
jersey club,,,0.032515277777777800
g-house,,,0.03250138888888890
lithuanian edm,,,0.03250138888888890
opm,,,0.031048055555555600
classic opm,,,0.031048055555555600
experimental classical,,,0.030860833333333300
american orchestra,,,0.030859166666666700
orchestra,,,0.030859166666666700
breakcore,,,0.03003611111111110
violin,,,0.02869611111111110
german jazz rap,,,0.025721666666666700
hungarian underground rap,,,0.025563055555555600
italian library music,,,0.023241944444444400
new school turkce rap,,,0.020565555555555600
deconstructed club,,,0.018077222222222200
fluxwork,,,0.018077222222222200
canadian classical,,,0.017690555555555600
brazilian classical piano,,,0.016877777777777800
new england americana,,,0.016774166666666700
